1,근로노동,장애인-고용의무-최소-인원,장애인-고용의무-최소-인원.md,장애인 고용의무 최소 인원,장애인 의무고용,기업 기준,고용 조건
2,근로노동,장애인-고용장려금-신청-자격,장애인-고용장려금-신청-자격.md,장애인 고용장려금 신청 자격,고용장려금,신청방법,지원 조건
3,근로노동,장애인-창업-자금-지원,장애인-창업-자금-지원.md,장애인 창업 자금 지원,창업 지원금,신청 방법,지원 규모
4,근로노동,장애인-작업지도원-고용-지원,장애인-작업지도원-고용-지원.md,장애인 작업지도원 고용 지원,작업지도원,고용 지원,급여 기준
5,근로노동,장애인-고용부담금-계산-방법,장애인-고용부담금-계산-방법.md,장애인 고용부담금 계산 방법,부담금 계산,기준 인원,납부 시기
6,근로노동,장애인-보조공학기기-지원-신청,장애인-보조공학기기-지원-신청.md,장애인 보조공학기기 지원 신청,보조기기,지원 신청,신청 절차
7,근로노동,장애인-표준사업장-인증-요건,장애인-표준사업장-인증-요건.md,장애인 표준사업장 인증 요건,표준사업장,인증 기준,신청 조건
8,근로노동,장애인-취업-지원-방법,장애인-취업-지원-방법.md,장애인 취업 지원 방법,취업 지원,프로그램 안내,신청 방법
9,근로노동,장애인-차별-구제-방법,장애인-차별-구제-방법.md,장애인 차별 구제 방법,차별 구제,신고 방법,법적 대응
10,근로노동,장애인-등록증-발급-방법,장애인-등록증-발급-방법.md,장애인 등록증 발급 방법,등록증 발급,신청 서류,발급 절차
11,근로노동,고령자-정의-법적-기준,고령자-정의-법적-기준.md,고령자 정의와 법적 기준,고령자 정의,법적 기준,연령 기준
12,근로노동,시간선택제-고령자-고용-지원금,시간선택제-고령자-고용-지원금.md,시간선택제 고령자 고용 지원금,고용지원금,신청 조건,지원 규모
13,근로노동,고령자-근로자-훈련-지원,고령자-근로자-훈련-지원.md,고령자 근로자 훈련 지원,훈련 지원,신청 방법,지원 내용
14,근로노동,고령자-계속고용장려금-요건,고령자-계속고용장려금-요건.md,고령자 계속고용장려금 요건,고용장려금,신청 자격,지원 금액
15,근로노동,고령자-취업-프로그램,고령자-취업-프로그램.md,고령자 취업 프로그램,취업 프로그램,신청 방법,프로그램 내용
16,근로노동,고령자-고용-의무-인원,고령자-고용-의무-인원.md,고령자 고용 의무 인원,고용의무,기업 기준,고용 조건
